platform,post_id,post_type,post_content,post_timestamp,likes,comments,shares,impressions,reach,engagement_rate,audience_age,audience_gender,audience_location,audience_interests,campaign_id,sentiment,influencer_id
LinkedIn,1ce6622b-e890-4180-a6c1-35d17ca0b071,Link,Send much Republican financial financial manager.,09/13/2023 20:09:55,713,159,91,3719,1388,69.38,53,Other,Lebanon,claim,,Positive,
Instagram,e3c8559b-1f6c-42db-8e53-1c78673694a2,Link,Drug staff perhaps could.,07/23/2023 23:05:41,397,26,144,3747,1532,37.01,29,Male,Liberia,career,,,
Facebook,c315e79c-ead7-43b7-8f83-ab6e845f3754,Link,Order against sign surface election.,09/21/2022 09:43:17,972,421,200,1364,3367,47.31,38,Male,Maldives,yeah,,,
Instagram,32b3393f-0fc7-4436-a7c8-48d933076b77,Link,In own gun if.,05/07/2021 00:58:39,386,148,185,5165,4700,15.3,41,Female,Ukraine,social,,,fa0df2fd-3515-486c-adc7-13b98b5db0d6
LinkedIn,bddddcd2-0018-46db-93fa-6078c1038db0,Link,Their people spend whatever sell across eye.,07/02/2023 18:21:23,363,480,53,2576,4507,19.88,52,Other,Algeria,option,da9a4db5-f67d-4f9b-9ad5-af00da0f5004,,
Twitter,4c990da5-7665-42e7-8fc2-aaf9a43aa393,Link,Unit themselves charge task guess pass me.,09/30/2023 16:54:54,118,112,99,1404,774,42.51,34,Female,Liechtenstein,friend,,Neutral,6c5aa19e-ab86-452d-a048-93c025213dfa
Twitter,9f8b229d-eba2-452b-913b-8a77e769c4dd,Image,Identify design church executive yeah.,05/02/2021 22:06:41,540,418,52,4405,1759,57.42,18,Male,Falkland Islands (Malvinas),administration,,Positive,
LinkedIn,39c4b7f6-cc98-485c-b036-ec4922bf2735,Image,Never reality employee military name.,03/31/2021 03:26:08,961,422,121,8939,3810,39.48,21,Male,Gambia,truth,,Positive,
Instagram,0ebfa279-0eca-4919-b715-76f2ca6a7043,Video,Civil house budget born seat accept.,06/20/2022 20:55:54,454,126,52,1468,3107,20.34,38,Male,Palau,whether,,Positive,
Facebook,f55a44c0-9e52-45d2-b766-3e300ee44245,Video,Get degree hotel star.,07/10/2023 07:05:20,482,295,13,2630,957,82.55,53,Male,Poland,have,,Positive,
Facebook,921a6f78-26a8-45b1-a297-4dd6462c3311,Link,Bed play really name more school.,06/20/2021 20:04:01,172,43,188,1973,3330,12.1,56,Other,Solomon Islands,music,,Positive,ecc29822-ae79-4bb6-9090-b68e953181a6
LinkedIn,798542d2-d5cf-4912-877e-5b10b045089a,Video,Happen tend loss woman everybody miss audience.,08/09/2022 01:59:17,597,354,70,1782,4885,20.9,46,Female,Guinea,pretty,,Neutral,
LinkedIn,84fdd5bb-d3fb-49a3-b369-74ce610b8cd1,Video,Successful say newspaper despite skill.,05/10/2023 15:09:51,649,21,108,5936,2684,28.99,30,Female,Malaysia,star,,,
Facebook,83c51ab6-32a9-4f31-ba26-01e169cce172,Image,Study him friend environmental.,10/16/2022 08:51:09,426,195,126,9478,3607,20.71,47,Male,Norway,wrong,,Neutral,
Twitter,bdcf6e37-0133-45e9-874f-cf5a0286a217,Image,Tend red forget policy main imagine feel.,10/01/2021 21:04:36,543,387,36,3804,675,143.11,27,Male,Niue,question,4dd1dbfe-6cb4-4476-aa7d-7344250d2b4b,Negative,
Instagram,b0807a1e-e44b-435c-b480-6827122c6858,Image,Board oil image seven do woman court.,02/26/2023 04:10:00,574,374,32,8563,1858,52.74,65,Other,Haiti,challenge,,Positive,
LinkedIn,1e675e98-8b64-4df1-b316-ac06d8b10963,Link,Sell recognize sport.,10/27/2023 22:14:16,742,26,104,3302,2139,40.77,55,Male,Kiribati,heart,99fc4649-52d1-4a68-bfb6-fbebabd70abd,Positive,
Facebook,21111b73-2954-4903-81ef-3428d2a7ce86,Image,Significant simply product street small discussion right road.,08/23/2023 20:26:00,207,421,95,3080,3815,18.95,54,Other,Kenya,let,,Neutral,
Facebook,1c19af6b-13fa-4fb7-8f92-2ce39a6b5585,Video,Street so class husband call.,01/02/2022 04:54:53,697,217,28,7310,3011,31.29,59,Male,Colombia,within,,,
LinkedIn,d67ad29e-3d7a-43bb-bc66-c0d811efa16c,Video,Professor forward if what all politics probably.,10/25/2022 11:16:12,75,249,198,8940,4578,11.4,22,Female,Kuwait,growth,,,
Twitter,169e108b-1058-4af7-82b6-23f9d91d00fa,Link,Lay choose billion notice arm.,05/13/2022 22:53:10,510,334,21,7026,910,95.05,54,Male,Nauru,course,,,
Facebook,ccd95e1e-b274-40a6-994a-b417968653e1,Image,Society bring everyone police first drop.,10/20/2021 13:25:09,683,303,32,7848,1564,65.09,39,Other,Argentina,difficult,90c51484-f138-4ec6-bb67-8bf06d276bd4,Negative,
Instagram,31ec5163-af44-49be-8976-223b478b21f7,Video,Building air such remain would lawyer though.,11/17/2023 18:29:54,996,58,75,4999,712,158.57,20,Female,Israel,late,,,
Facebook,3d688bcd-3673-447f-ae44-79ce38a7eac9,Link,Record know sea report.,07/28/2021 18:31:26,295,165,186,9687,1289,50.12,40,Other,Paraguay,pull,,Positive,
LinkedIn,c57bfae8-4217-40b7-9844-264f20383cc4,Video,Add read outside first dinner goal water.,10/30/2022 05:28:56,932,421,130,3957,4946,29.98,45,Other,Jersey,should,55a09281-5205-4f39-b8c7-ef179c600d49,Negative,
Twitter,61ac78ac-041f-4de2-a3db-41ff45dd59b1,Link,Sport director beat worker.,01/21/2022 00:40:02,704,266,142,3624,1074,103.54,25,Female,Lebanon,get,3d74f360-90e4-4608-876b-0816a2720c6d,,
Twitter,d7dcee29-7c2d-46c1-8407-a866a5096a95,Video,Expect boy first fly themselves join debate official.,06/03/2022 10:24:52,657,244,21,2219,4810,19.17,45,Female,Jersey,important,1a947963-cceb-4d56-a91f-1c0a94f78c32,Neutral,37c6384a-e1f9-45c5-a983-caf5b21462ce
LinkedIn,ff86be51-381f-4f4e-ae5c-85e75a0adb51,Image,Far director be film four.,12/03/2023 05:21:21,280,451,46,4312,1426,54.49,22,Male,Bahamas,partner,,,
Facebook,f3db2c4f-087a-4c82-b456-3358b19a936f,Image,Hard responsibility wish paper crime no.,03/14/2022 12:12:49,484,360,178,5666,3583,28.52,33,Male,Hong Kong,child,,,
Facebook,fb54f8d8-ce9a-4572-a5fb-7e6d60df5e1f,Link,Today blood future cover memory send.,03/02/2023 02:07:39,966,491,177,7066,4534,36.04,51,Male,French Guiana,dream,,,
Instagram,612b6fa6-ed22-4b15-aacc-9f5f71b1183f,Video,Region message guy subject relate international customer in.,01/10/2023 07:05:55,494,478,42,5433,3755,27.0,59,Female,Iraq,wait,,,68ca0d69-f784-4016-932f-090e4d0a3a96
Instagram,be52fc94-1618-4f03-932d-fd13c2f19f54,Image,Describe hope if beyond.,11/26/2023 22:52:56,684,458,185,1732,2672,49.66,21,Female,Morocco,leg,,Neutral,
Facebook,430df584-4811-43d9-9a3a-bd8bd139cc41,Video,Worker have to form like.,01/13/2024 08:01:50,767,359,187,9846,1594,82.37,34,Male,Comoros,whom,,Negative,
LinkedIn,b1610543-3300-4f22-8f17-4eb81e61a6c6,Image,Old cold hot himself create.,07/02/2021 13:33:46,678,355,13,8027,3541,29.54,44,Male,Ireland,degree,,Neutral,
LinkedIn,e33956b1-262c-4744-9474-55ff6f5222fb,Link,Forget whether tonight mission model day she network.,03/27/2021 21:56:04,210,425,88,2273,4766,15.17,27,Male,Qatar,difficult,,,3477a8ab-c4ee-42f8-8069-4a5240295486
LinkedIn,203dc70d-0a0d-4b9c-b2a2-dd13e3812a05,Image,Decade make then school produce place.,10/22/2022 22:55:54,125,461,60,1371,2658,24.3,50,Female,Brunei Darussalam,care,9de1212b-01bd-4b41-a471-961086f0fc28,,
Twitter,eeb1134e-2a4d-4ece-91f8-ad262da2faf6,Image,Truth bag eight professional I put seat.,09/22/2022 13:43:35,481,93,190,9222,2646,28.87,21,Other,Heard Island and McDonald Islands,cultural,,,8aa59443-019a-48ad-a284-93dc400fb27a
Twitter,135e99a3-29a5-4843-96cd-d79ddd6515a0,Image,Than join though although me rock left citizen.,05/15/2021 02:42:19,404,480,166,2694,4651,22.58,47,Other,Burkina Faso,cup,72761721-53af-4ed0-b2f5-519cb8c208c1,,
Facebook,00333ed0-b4c8-496b-826a-5626710da914,Video,It south financial human lead north.,03/08/2023 13:15:06,737,53,33,2177,2850,28.88,47,Other,Mali,serious,,Negative,
Instagram,69939f2e-14c6-463f-9282-e76973110e4e,Link,Measure final heavy member material.,09/25/2023 20:13:52,857,215,151,8587,2466,49.59,53,Other,Northern Mariana Islands,alone,,,1d681c7d-4d47-4a7c-a176-236d46895c46
LinkedIn,102ee835-be99-4dfa-9bd5-193f096b00bc,Video,It seven market although worker.,02/06/2022 00:51:07,388,368,6,5325,1667,45.71,34,Male,Seychelles,kind,2f39997f-e4c6-4568-809b-d1ec74228a3d,,
Instagram,ef6b438a-4b1e-4735-94ed-1c77863cf207,Image,Lot might hundred local same police.,08/15/2023 13:22:57,313,191,129,8228,1386,45.67,42,Female,Brazil,spring,,Neutral,
Facebook,6eb6e033-9f74-4ee0-9668-72a5b34686e3,Link,Own million hear explain issue.,03/14/2022 15:26:35,307,419,153,6681,3755,23.41,26,Other,Falkland Islands (Malvinas),change,fa7eb25b-a642-4d32-aaa8-70ab82ce5d37,Neutral,
Instagram,3399a559-2629-4994-9826-a5637bf0945d,Video,Stop quickly bank.,07/25/2022 05:27:07,663,282,8,5947,4694,20.3,39,Male,Romania,medical,80c24038-6993-4c49-a849-3efa33ab881d,Negative,e85259da-4bc4-45ed-8e7e-b3aad4ae8f8e
LinkedIn,978058fd-1175-40c4-abe4-6b1abe020838,Video,Generation cause either with analysis address contain.,02/06/2023 18:16:46,474,232,183,5657,850,104.59,35,Other,Gambia,admit,,Positive,
Facebook,9abed6cd-0343-4b6f-b266-24b15b399f5b,Video,Pick challenge attorney seek.,01/17/2024 08:21:52,635,423,162,9344,3927,31.07,23,Female,Belgium,loss,,Positive,
Facebook,45e533ba-9a7b-4cb7-afc0-342e910b6ebe,Link,Admit if nothing sense relationship interesting whose.,11/02/2023 07:21:41,665,99,133,6849,3938,22.78,47,Male,Heard Island and McDonald Islands,political,,,
LinkedIn,a0c921d6-606d-45c8-9bf3-fd8dc25b20ed,Video,Others answer present sport.,09/02/2023 16:52:01,858,109,44,5766,788,128.3,53,Other,French Polynesia,trip,,,
LinkedIn,fdf7f32f-a845-4ddc-b796-1f60bc360dcb,Image,Cut his according concern defense middle.,07/25/2023 06:40:52,329,339,72,9645,1261,58.68,56,Other,Norway,that,,,
LinkedIn,315053e5-739a-45cb-9dee-9a52772f6db3,Image,Worker president soon idea now everybody.,11/11/2021 12:24:35,312,498,105,5657,656,139.48,34,Male,Zambia,face,,Negative,
LinkedIn,1ffb691c-5bf7-4dfe-9a58-10d31f990f80,Link,Game understand attack represent what.,04/01/2023 14:39:00,77,173,86,6249,4412,7.62,38,Female,Somalia,choice,,Positive,
Instagram,ea248b25-a6d2-49e7-80c7-87e3edfdcff4,Link,Especially establish activity discover call.,07/28/2021 14:43:43,432,490,75,2091,1204,82.81,39,Male,Bangladesh,eye,,Negative,
Facebook,810e8efe-e7b3-4dd9-8ee4-97bd108fb6c2,Link,Economic century professional.,04/14/2022 21:05:52,265,211,197,2174,3778,17.81,42,Male,Israel,when,,,
Instagram,7a57fc9e-1157-496a-8f6e-88f92c7b7901,Image,Get always official month he.,03/23/2021 19:11:40,81,147,66,4621,1698,17.31,50,Male,Cape Verde,may,,Neutral,
Instagram,a4bbb3c7-f8b3-493e-affe-b7a2d2ad7220,Video,Research wide different country view lawyer.,09/21/2022 14:16:48,755,431,159,7840,4820,27.9,65,Female,Kazakhstan,on,,,
LinkedIn,787f2fb9-4d2c-4a7b-a98b-0a4621128f03,Image,Position sit community grow including health.,06/10/2023 04:30:30,836,298,128,2303,3116,40.5,45,Other,Saint Barthelemy,conference,,,
Facebook,2885bea7-170b-4283-aa5f-e6fb683198f8,Link,Cultural call bank result finally perhaps.,06/25/2021 07:59:11,549,13,95,6022,1020,64.41,31,Other,Haiti,wide,,Neutral,
Instagram,6d17ae80-38db-45ee-a1e9-d6b0cdc26adc,Link,Focus hope action perform indeed.,08/04/2023 16:51:43,302,90,146,9450,3556,15.13,53,Male,Central African Republic,eight,,Negative,
Instagram,6c2d771b-8921-454b-9ee2-70e4266d32af,Link,Feeling great common.,10/19/2021 21:36:36,912,313,81,2378,3759,34.74,48,Other,Congo,wish,6671cfa6-bab9-45b3-bc11-6f77195a5d2f,,
Instagram,7692ca40-b539-4ed5-bc92-749876609677,Image,Begin magazine for western.,12/07/2021 06:45:04,243,365,63,1475,3357,19.99,31,Other,Bangladesh,training,,,
Twitter,379cb0d4-35c7-460f-b409-a6f87a365a7c,Image,Letter type laugh least herself.,03/23/2021 09:43:32,578,403,136,9976,846,132.03,33,Other,Portugal,summer,,Negative,
Facebook,8bcd420c-9266-48f5-b5bb-f9344554cb6d,Image,Miss why discussion anything heart bill.,06/21/2023 13:19:59,143,485,124,7106,2850,26.39,46,Female,Cayman Islands,family,,Neutral,
Facebook,de7d3291-6282-4802-bc2e-5279fe8901d5,Video,Rich model wife current material reflect.,09/18/2022 15:05:12,658,374,161,3848,2060,57.91,20,Female,Mauritius,figure,d74a35b6-9986-4da1-b099-0ff4809b49ed,Positive,
LinkedIn,f87799c4-ad1c-444f-b9bd-977081a6e31e,Link,Do piece same pattern must.,07/04/2023 07:24:16,510,443,64,5338,4733,21.49,61,Male,Guatemala,behavior,,Negative,
Instagram,57a6c002-80aa-42bd-93df-ca7ccba9008a,Video,Attack pass myself none account similar.,02/18/2023 20:23:48,227,301,122,9903,543,119.71,39,Male,Mauritius,possible,,,
Twitter,e6a208bf-8a4b-4e32-ab52-f4559af2e094,Video,Another stock style argue school mouth.,02/21/2022 14:45:45,64,18,88,2009,4925,3.45,55,Female,Anguilla,second,,Negative,3cf59f0e-f6a4-4147-b98a-66338a87935a
Instagram,2b8584e0-9123-4fca-a60e-89bc16be8d23,Link,Team man hope owner bit edge floor.,06/30/2023 18:53:27,164,450,200,3860,3313,24.57,45,Other,Yemen,ago,,Neutral,
LinkedIn,0e8c3d71-72c6-489c-a05b-c95ce3aa400a,Video,Teacher nearly white key body into.,06/30/2022 05:05:22,150,196,146,1758,1134,43.39,65,Other,Uganda,rise,,,
Instagram,ca94ad2a-3be0-45ec-bb49-8daa38180a6c,Image,Price share I really.,11/22/2022 06:31:17,378,466,46,9456,3063,29.06,42,Male,Argentina,several,,Neutral,
Facebook,319eaa2e-f8c8-4a8d-9a0f-9427e3b67676,Video,Second need at who.,06/09/2023 18:59:23,589,383,190,6535,4987,23.3,24,Female,Turkmenistan,soon,,Positive,
LinkedIn,36cf911f-187a-4acd-b714-17b3f3a14e21,Video,Ever hand still rock respond conference beyond factor.,11/20/2022 15:07:09,243,130,119,4065,1488,33.06,60,Female,Svalbard & Jan Mayen Islands,born,,Neutral,
Instagram,72428c07-9c95-43ac-b06f-c9112a79e3f5,Image,Billion happen turn south wind simple their.,06/18/2023 04:56:08,766,449,48,6874,1507,83.81,49,Female,French Southern Territories,professional,c42b30f1-438b-42ad-ab70-3b92d4c03936,Neutral,
Twitter,6469cbb0-e5e5-4f8b-b735-0ec22830f84c,Image,None number about ground prove material.,04/19/2021 22:03:34,929,406,100,1782,4794,29.93,57,Male,Ghana,anyone,8ad0d168-5434-4cd8-a366-f8b16c4f460b,,a6fb51a9-00a9-4341-86b6-2d61f9bd1fe0
Twitter,1afef247-d2af-42e3-a532-2d41cb117050,Link,Life two recent cover total peace carry.,05/18/2022 18:03:31,308,93,53,6921,1353,33.56,43,Male,Timor-Leste,your,5f57583e-e33e-4e86-894e-4756c38a304d,,
Instagram,b2b094d6-7fb1-4235-971e-6e83bfec1500,Image,Exist prevent accept nor.,08/04/2023 00:46:31,436,182,119,8415,4022,18.32,56,Male,Czech Republic,idea,,Negative,
LinkedIn,fc650b19-f347-405c-96c9-9051ee4a2fce,Link,Security quality environmental radio many anyone.,06/16/2021 01:11:11,483,402,182,5777,2301,46.37,20,Other,Singapore,bill,,,
Twitter,da0b6ea2-adb0-4924-a7a7-766b0518db97,Link,Today itself near animal also whether fund.,01/01/2024 22:50:40,245,129,33,4780,2335,17.43,39,Female,Luxembourg,break,4b7d4170-041d-489f-9528-92417f18fa0a,,
LinkedIn,9feb3670-3a14-4cb0-a3c9-4372b5389037,Image,Recognize onto book perform.,12/06/2023 06:51:33,781,256,141,5003,4216,27.94,42,Female,French Southern Territories,collection,a6bf361d-a413-451c-be86-742ae2eb539d,Positive,
LinkedIn,a3dfe886-e23c-4d5c-8762-93efd5a4e373,Video,Tonight challenge time back.,04/07/2021 09:00:37,264,368,99,8432,4725,15.47,61,Other,Kazakhstan,of,,,
Instagram,868f8233-a4fe-401b-8eab-2bb966f57ef6,Image,Anyone discussion science table fly apply.,07/22/2023 18:59:02,737,323,82,4926,3655,31.24,33,Female,Croatia,human,,,
Twitter,f83d70d7-efa2-4ad4-a31b-21d28f3bd7da,Video,The series activity involve.,09/05/2021 20:04:29,815,483,102,6911,3784,37.0,26,Female,Lesotho,bag,a5249b1d-63a6-4d84-997c-2e4ca400b17a,,
Facebook,7fe71fd5-f037-468b-9fc3-7f0168f5842c,Image,Hospital president throw.,04/18/2023 00:59:27,328,477,120,6833,826,111.99,56,Other,Jordan,sound,,Negative,
Twitter,698a6339-fa46-4cfb-af1b-3a3b4ff58cd9,Video,Similar well involve free.,12/20/2022 07:39:42,22,351,29,3832,1516,26.52,48,Other,Isle of Man,environment,8e9bc3d1-acae-4713-bdad-fbb81994a4dc,,
LinkedIn,f576075f-1a42-4db0-98ca-ade64135f912,Video,Fine care certainly take.,07/25/2022 17:03:00,559,415,134,8478,1585,69.91,45,Female,Falkland Islands (Malvinas),keep,,,
Twitter,88af42db-7bd7-4b42-95a0-4f97ea71404b,Image,Effect partner around baby strong pass more.,04/03/2022 14:28:54,750,234,113,6280,2896,37.88,39,Female,Italy,another,,Positive,d1817a00-2c8d-41df-93fd-da231b9a87e0
Instagram,30bc805c-b3c0-458a-bac2-6b8c204757fe,Link,These together ask road specific quality wrong.,04/19/2021 21:33:51,906,213,8,7784,2044,55.14,61,Other,Algeria,together,,Neutral,
Facebook,e1394ac4-cc9b-4ca3-ab4d-4c5fac881b52,Link,Degree be firm charge establish per.,02/12/2023 12:49:26,892,486,190,3152,3594,43.63,21,Other,Bosnia and Herzegovina,chance,e3eb62bf-e76a-4b76-b5e2-cb6060ef823b,Neutral,3c45e310-8a46-4709-9eab-900e8a5c4fcf
Facebook,7c46d901-fb6b-40bf-8d5d-a69b9644803f,Link,Suggest tend now less author.,05/18/2022 12:14:12,549,141,132,4155,4508,18.23,28,Male,Sao Tome and Principe,pull,,,
LinkedIn,c9cff934-e4e1-4dac-a9dc-01042c971085,Link,Until quality his far require analysis.,08/07/2022 10:57:48,826,428,172,1059,3608,39.52,40,Female,Saint Kitts and Nevis,threat,,Negative,65d7af43-e9ef-4a3e-9f50-f017587a7c17
Twitter,4d29cd8b-bc5e-4ce0-b45e-bc7a38b2936d,Video,Yeah their various art.,01/21/2024 03:10:30,981,488,96,2247,564,277.48,28,Male,Tanzania,assume,,Positive,
Facebook,82a8181e-367c-4154-93e4-d050f6ead889,Link,Store million full life.,09/12/2021 20:33:53,301,453,78,1391,4551,18.28,48,Male,Martinique,science,658b9276-89d2-4441-b9d5-c228928e71d4,,
LinkedIn,9207bdd9-71c1-4369-8ec3-c51f63113b53,Video,Similar color miss.,01/28/2024 07:27:34,725,372,155,8944,2979,42.03,58,Female,Cocos (Keeling) Islands,executive,,,
Twitter,e99f4f81-45fa-44ef-b465-73b1f51eb79e,Image,Life mouth quite you organization.,08/18/2023 09:44:03,136,238,118,2311,2771,17.76,42,Female,Nigeria,feeling,,Negative,
LinkedIn,a728dcc5-9cf9-4917-8984-d8cd815d36b5,Video,Door dinner environmental relationship war.,12/31/2022 06:16:13,485,425,62,5419,2893,33.6,20,Female,Vanuatu,none,,Neutral,
Instagram,a7cf1cac-74f0-4d8e-b25a-d3fd22fe41f2,Link,Cup indicate trade that computer.,05/31/2022 10:21:14,294,72,105,9880,2016,23.36,45,Male,Tuvalu,eat,,Neutral,
LinkedIn,fe8e442d-1fae-4ceb-a392-c9c546129160,Link,Ok well building article just.,03/05/2024 18:21:24,824,330,182,2479,2093,63.83,29,Other,Nauru,turn,,Negative,
Facebook,29e56cfe-e7c5-46cb-a6a6-ca57de7e885d,Video,Sense check trade early individual way perhaps.,02/17/2022 05:26:29,950,123,117,9456,3480,34.2,42,Male,Vanuatu,middle,,,
Instagram,8bda0d37-8412-4d0d-8432-e8d0a4ab7197,Video,Although ground worker three knowledge.,09/10/2022 12:23:50,806,466,7,2287,1895,67.49,44,Male,Azerbaijan,recently,,Negative,
LinkedIn,f3bd2007-16cc-4412-9ab3-08505654b525,Image,Make along stand for work.,11/30/2023 19:54:21,707,191,103,5203,4387,22.82,32,Male,Georgia,student,,Neutral,
Instagram,da7f4b08-4d04-49f3-85a8-820ea6300be7,Video,Large half lawyer job part own build.,05/04/2021 04:15:42,223,285,89,7347,2389,24.99,24,Male,Ecuador,city,56cd1cb6-a2ec-4c2a-9420-11bd45e7699c,,
Facebook,c5e980e6-2910-45d9-8368-748b7a4fcfbc,Video,Avoid admit employee care individual each clearly.,07/08/2023 23:11:37,601,136,103,6568,4813,17.45,54,Female,Tuvalu,miss,,Neutral,
Facebook,b4af090e-1229-49ec-9cff-dcf1c6b24e0a,Image,Quite maybe nice hear economy foot.,10/16/2023 07:35:17,660,440,50,8202,1228,93.65,53,Female,Bahamas,dog,,Neutral,
Facebook,1bd36a24-d0d5-4a7e-838d-b5b4726f7850,Image,Himself pressure field civil will record direction.,10/08/2021 16:18:07,190,270,7,9625,1137,41.07,22,Other,Guam,fear,,Neutral,
Instagram,fa372f08-220a-48eb-9300-3a6420abd889,Video,Performance discussion draw party word energy.,10/25/2022 20:50:10,695,276,142,3752,897,124.08,39,Male,Greece,spend,,,
Twitter,3c486a76-cd20-45f9-a3b0-5a31cb7cd9f3,Link,Child sport save control.,07/21/2022 20:50:19,992,356,108,9158,1673,87.03,48,Other,Kiribati,could,,Neutral,
Twitter,ba2d54fe-248d-41a7-a69d-97ef6de989eb,Image,Hear choose leg goal law.,06/14/2021 07:24:50,895,145,193,8109,4450,27.71,52,Other,South Georgia and the South Sandwich Islands,act,,Positive,
Facebook,e2efbbd9-83b4-4ce0-8ad4-969d8b640701,Video,Her and opportunity stop with.,05/31/2021 11:02:58,226,394,107,4898,3604,20.17,64,Other,Cape Verde,enough,,,
Twitter,b99c1127-d709-407a-bf83-1d4ae3c6832a,Image,Seat for what similar foot.,05/28/2022 23:18:17,973,451,139,5670,3227,48.44,46,Female,Suriname,one,,Negative,
Instagram,73c9be17-c8bc-4bce-be26-2337c97fb9a5,Link,Live student huge rich various.,12/11/2022 22:44:24,163,196,60,7336,2373,17.66,30,Male,Niger,both,c52c5fd9-c554-4b48-844a-3928470db331,,
LinkedIn,e6bf2011-35cb-403a-9218-c30e50f32c0c,Video,Prove day open outside expert thought.,10/07/2023 14:53:20,405,202,130,8613,787,93.65,47,Male,Syrian Arab Republic,defense,,Positive,
Instagram,7f7c5ac9-fe46-48ed-892f-27805a4c708a,Link,Investment better important whatever newspaper.,01/13/2022 03:47:24,790,200,90,9272,1322,81.69,38,Female,Russian Federation,stay,,,
Facebook,31ae27f1-3ea1-47b7-8093-8b9eeb678026,Image,Action reality customer.,09/29/2023 05:42:33,848,419,158,3997,4989,28.56,29,Female,Montenegro,yes,,Neutral,
LinkedIn,9b981a71-e757-43e6-a375-05ba927c0625,Link,Everybody anything threat blue hospital community.,09/24/2022 21:46:40,197,355,25,8081,2988,19.31,57,Male,Mozambique,away,,,
Facebook,005d4565-b1fa-4add-818f-121afe00aab1,Image,Budget network remember five onto never read.,05/07/2023 11:24:02,610,232,55,5916,1930,46.48,53,Other,Russian Federation,firm,05282e92-de0e-441c-b45a-dc329adc644e,Negative,
Twitter,6c1f707b-87ac-49bf-bf6b-a3a9cd7b15ca,Video,Provide husband front carry moment college senior space.,11/28/2021 17:55:59,777,322,92,2399,1021,116.65,41,Female,Botswana,community,5c541d25-e412-4282-8527-9be251497443,,229a832c-ad3c-4cc5-8d48-c7d8f8632b65
Twitter,1ac282a4-bf25-4b1b-bab8-e5b615176f60,Link,Adult she word focus may daughter outside generation.,03/05/2022 08:00:08,375,270,50,4366,1439,48.3,47,Male,Bahamas,garden,,,
Facebook,cca48e82-b742-4ca3-9a92-6a5e22880eea,Link,Oil quickly level.,09/08/2023 12:09:08,571,217,35,6063,3288,25.03,32,Male,Trinidad and Tobago,hand,,Positive,
LinkedIn,d79d28ee-2a58-4763-b3fe-0291c7b8512d,Link,Event free mother away.,05/26/2021 03:40:23,43,292,143,8406,4042,11.83,51,Male,Falkland Islands (Malvinas),garden,e7d4bb8c-fdc9-498d-b415-232473e691f9,Neutral,
LinkedIn,1ff9a76d-34b8-4866-be94-9abfdda81b31,Image,Find begin loss born already foot.,11/14/2023 01:48:47,311,171,179,8899,4890,13.52,52,Male,Bolivia,per,d6ce5ebb-d947-4999-9f00-03782f37a4aa,Positive,
Instagram,3ca3df7b-f32b-414e-bba3-1bdd578b4c2b,Image,Letter number article more class step.,01/09/2023 09:21:35,746,334,86,8448,2059,56.63,35,Other,Zambia,across,,Neutral,
LinkedIn,f6521ca7-1330-4e9b-9df0-9694cc7a9cb7,Image,Law opportunity take thousand present.,06/06/2021 19:44:30,135,442,70,3798,1634,39.6,39,Other,Kazakhstan,read,,,
Twitter,815c982b-4035-43fb-b1e9-5effc46f58a9,Video,Administration simply kitchen mission picture recently agency.,03/27/2022 09:48:39,933,385,90,2115,3926,35.86,53,Female,Heard Island and McDonald Islands,prove,,Positive,20016b7d-ed86-47c4-8803-ac4688f93e9a
Twitter,ec33cbb3-0408-47e0-ac0d-ed11e86965df,Video,Despite within too chance anything pretty occur.,03/26/2023 19:14:42,575,36,178,3820,656,120.27,63,Male,Guinea,girl,,Negative,6adb4455-a293-4e46-8bdd-7d718552946a
LinkedIn,14ec8efd-d8d1-4cd1-ab3c-b217e6fba009,Video,Into sell mouth show wind contain news.,11/13/2023 07:40:30,842,209,126,7585,3545,33.2,19,Female,Saint Kitts and Nevis,expect,,,
Twitter,3d3dba1a-c7ed-4198-927a-f4517a3b5e22,Video,Bring big both.,07/27/2023 08:09:24,730,383,84,7368,1523,78.59,30,Other,Cyprus,within,1cff8b87-59ac-420a-ac0c-99674141e38d,,
Facebook,6878d1bf-6ad6-494b-ae55-8ecd6b20dc4d,Video,Explain hope serve only.,10/14/2022 01:25:06,735,326,76,2024,1679,67.72,26,Male,Niger,ok,8e9527bd-3693-4d14-8174-c8f7056228fc,,9f1f9075-3a80-4d47-ae9a-cd88a3a5441d
Instagram,b2adefc4-9f49-4e1c-95d9-df113802255c,Image,Individual run play feel because tend.,03/21/2023 16:22:49,745,294,91,9709,3689,30.63,49,Male,Turks and Caicos Islands,enough,,Positive,
LinkedIn,c6363102-5aca-42ec-ab68-1c32be97ae1f,Video,Herself herself pick either anything act.,01/11/2024 13:16:50,16,146,85,4047,851,29.02,31,Male,Israel,reality,,Positive,
Twitter,3c7c11a7-9d1c-49d7-bb6c-daaf977127ac,Image,Nice use machine.,07/12/2023 13:41:04,583,467,55,8409,2101,52.59,18,Other,Faroe Islands,will,,Positive,
Instagram,5fe535df-d7f5-4c66-92d7-01894df3bbda,Link,Food interest spring other concern fish.,08/28/2022 21:52:13,802,482,12,3755,3861,33.57,30,Other,Senegal,book,,,
